	input_vars_id	input_vars	satdeficit	eval_fraction	regtypes	tree_maxdepth	subdomain_sizes	refstd	samplestd	samplecorr	exectime	RMSE	feature_importances
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	05	0.11757816	0.10544041122983935	0.9160877036470707	0:00:01.326965	0.047201008	{'qtm': 0.011930629, 'qsm': 0.0011716603, 'pm': 0.005832609, 'tm': 0.0, 'qlm': 0.97437096, 'var_t': 0.006694142}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	025	0.12899993	0.11042282862477411	0.8935189541074716	0:00:04.835496	0.058126524	{'qtm': 0.037698507, 'qsm': 0.018340494, 'pm': 0.0040287133, 'tm': 0.0, 'qlm': 0.92238134, 'var_t': 0.017550942}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	0125	0.13839203	0.10653890222817222	0.8246539878602571	0:00:22.424548	0.078646876	{'qtm': 0.12962972, 'qsm': 0.07067655, 'pm': 0.0, 'tm': 0.0, 'qlm': 0.7996937, 'var_t': 0.0}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.6055740975965039	0:01:38.993335	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'qlm': 0.67296207, 'var_t': 0.0}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	decision_tree	10	1	0.110058434	0.10704335494344762	0.961106043916572	0:00:00.181921	0.03042897	{'qtm': 0.023448102, 'qsm': 0.0145911295, 'pm': 0.026883125, 'tm': 0.01411924, 'qlm': 0.9036566, 'var_t': 0.017301776}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	decision_tree	10	05	0.11757816	0.11422942871468683	0.9520298531940723	0:00:00.739301	0.036053415	{'qtm': 0.04752618, 'qsm': 0.022376783, 'pm': 0.028109105, 'tm': 0.008657859, 'qlm': 0.8735043, 'var_t': 0.019825764}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	decision_tree	10	025	0.12899993	0.12195714947358756	0.9426096204684113	0:00:03.455009	0.043074265	{'qtm': 0.07649664, 'qsm': 0.04636992, 'pm': 0.022865716, 'tm': 0.0050915475, 'qlm': 0.81685627, 'var_t': 0.032319915}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	decision_tree	10	0125	0.13839203	0.12323871060105088	0.8848561810249741	0:00:16.328050	0.06447701	{'qtm': 0.21224202, 'qsm': 0.12812755, 'pm': 0.015425892, 'tm': 0.0034577115, 'qlm': 0.6140739, 'var_t': 0.026672978}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	decision_tree	10	00625	0.14699048	0.11069750473216634	0.7523956283942894	0:01:09.967949	0.0968244	{'qtm': 0.13478726, 'qsm': 0.09349588, 'pm': 0.13456753, 'tm': 0.063442305, 'qlm': 0.55109394, 'var_t': 0.02261307}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	1	0.110058434	0.10336776295943177	0.9437621745782659	0:00:00.414084	0.036393642	{'qtm': 0.0031736374, 'qsm': 0.0012038377, 'pm': 0.008599218, 'tm': 0.00043288321, 'qlm': 0.98532045, 'var_t': 0.0012699635}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	05	0.11757816	0.10544041122983937	0.9160877036470707	0:00:01.116054	0.047201008	{'qtm': 0.011930629, 'qsm': 0.0011716603, 'pm': 0.005832609, 'tm': 0.0, 'qlm': 0.97437096, 'var_t': 0.006694142}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	025	0.12899993	0.11042282862477411	0.8935189541074716	0:00:04.835554	0.058126524	{'qtm': 0.037698507, 'qsm': 0.018340494, 'pm': 0.0040287133, 'tm': 0.0, 'qlm': 0.92238134, 'var_t': 0.017550942}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	0125	0.13839203	0.10653890222817221	0.8246539878602571	0:00:22.341887	0.078646876	{'qtm': 0.12962972, 'qsm': 0.07067655, 'pm': 0.0, 'tm': 0.0, 'qlm': 0.7996937, 'var_t': 0.0}
0	R03	['qtm,qsm,pm,tm,qlm,var_t']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.6055740975965039	0:01:40.125809	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'qlm': 0.67296207, 'var_t': 0.0}
