	input_vars_id	input_vars	satdeficit	eval_fraction	regtypes	tree_maxdepth	subdomain_sizes	refstd	samplestd	samplecorr	exectime	RMSE	feature_importances
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	1	0.110058434	0.10907123616523794	0.9651801081528807	0:00:00.238797	0.028930005	{'qtm': 0.01832378, 'qsm': 0.007434349, 'pm': 0.010988993, 'tm': 0.0059765163, 'var_t': 0.012753352, 'qlm': 0.89829046, 'var_l': 0.0057914536, 'skew_l': 0.040441107}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	05	0.11757816	0.1155157211841873	0.9620589593354646	0:00:01.147621	0.032170303	{'qtm': 0.04336585, 'qsm': 0.014558924, 'pm': 0.010505988, 'tm': 0.004933426, 'var_t': 0.014829031, 'qlm': 0.8624646, 'var_l': 0.0038771762, 'skew_l': 0.045465022}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	025	0.12899993	0.12255631797631875	0.9482822758394029	0:00:05.406718	0.04094913	{'qtm': 0.071845904, 'qsm': 0.03863381, 'pm': 0.0057189935, 'tm': 0.004452244, 'var_t': 0.023986725, 'qlm': 0.8076761, 'var_l': 0.0015302402, 'skew_l': 0.046156038}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	0125	0.13839203	0.1232644378271067	0.8868129323754929	0:00:23.622298	0.06395739	{'qtm': 0.20999354, 'qsm': 0.1242421, 'pm': 0.0062394994, 'tm': 0.0032121467, 'var_t': 0.022912368, 'qlm': 0.6121011, 'var_l': 0.00085850275, 'skew_l': 0.02044075}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	00625	0.14699048	0.11075974296841952	0.7529108697622064	0:01:38.597818	0.09673781	{'qtm': 0.13314754, 'qsm': 0.09051315, 'pm': 0.133489, 'tm': 0.06328207, 'var_t': 0.021142144, 'qlm': 0.5506655, 'var_l': 0.00069479016, 'skew_l': 0.0070658023}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	1	0.110058434	0.10380920879785586	0.9497472602446246	0:00:00.413631	0.03445887	{'qtm': 0.0031333843, 'qsm': 0.0, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00033228257, 'qlm': 0.96659595, 'var_l': 0.0, 'skew_l': 0.02993838}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	05	0.11757816	0.10598587750079591	0.9248326682424284	0:00:01.317552	0.044808432	{'qtm': 0.011776561, 'qsm': 0.00035310324, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00040456813, 'qlm': 0.9568879, 'var_l': 0.0, 'skew_l': 0.030577857}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	025	0.12899993	0.1106322422399877	0.8967508446793422	0:00:06.136171	0.05731044	{'qtm': 0.036781203, 'qsm': 0.018214425, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0022411293, 'qlm': 0.9119618, 'var_l': 0.0, 'skew_l': 0.030801466}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	0125	0.13839203	0.10642256382254145	0.8256352432028228	0:00:29.352701	0.078474246	{'qtm': 0.12960961, 'qsm': 0.07066711, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0, 'qlm': 0.7978643, 'var_l': 0.0, 'skew_l': 0.0018589416}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.605574097596504	0:02:15.079848	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'var_t': 0.0, 'qlm': 0.67296207, 'var_l': 0.0, 'skew_l': 0.0}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	1	0.110058434	0.10907123616523794	0.9651801081528807	0:00:00.239891	0.028930005	{'qtm': 0.01832378, 'qsm': 0.007434349, 'pm': 0.010988993, 'tm': 0.0059765163, 'var_t': 0.012753352, 'qlm': 0.89829046, 'var_l': 0.0057914536, 'skew_l': 0.040441107}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	05	0.11757816	0.1155157211841873	0.9620589593354646	0:00:01.187440	0.032170303	{'qtm': 0.04336585, 'qsm': 0.014558924, 'pm': 0.010505988, 'tm': 0.004933426, 'var_t': 0.014829031, 'qlm': 0.8624646, 'var_l': 0.0038771762, 'skew_l': 0.045465022}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	025	0.12899993	0.12255631797631875	0.9482822758394029	0:00:04.943247	0.04094913	{'qtm': 0.071845904, 'qsm': 0.03863381, 'pm': 0.0057189935, 'tm': 0.004452244, 'var_t': 0.023986725, 'qlm': 0.8076761, 'var_l': 0.0015302402, 'skew_l': 0.046156038}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	0125	0.13839203	0.1232644378271067	0.8868129323754929	0:00:22.868831	0.06395739	{'qtm': 0.20999354, 'qsm': 0.1242421, 'pm': 0.0062394994, 'tm': 0.0032121467, 'var_t': 0.022912368, 'qlm': 0.6121011, 'var_l': 0.00085850275, 'skew_l': 0.02044075}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	00625	0.14699048	0.11075974296841952	0.7529108697622064	0:01:34.455495	0.09673781	{'qtm': 0.13314754, 'qsm': 0.09051315, 'pm': 0.133489, 'tm': 0.06328207, 'var_t': 0.021142144, 'qlm': 0.5506655, 'var_l': 0.00069479016, 'skew_l': 0.0070658023}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	1	0.110058434	0.10380920879785586	0.9497472602446246	0:00:00.412951	0.03445887	{'qtm': 0.0031333843, 'qsm': 0.0, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00033228257, 'qlm': 0.96659595, 'var_l': 0.0, 'skew_l': 0.02993838}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	05	0.11757816	0.10598587750079591	0.9248326682424284	0:00:01.317233	0.044808432	{'qtm': 0.011776561, 'qsm': 0.00035310324, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00040456813, 'qlm': 0.9568879, 'var_l': 0.0, 'skew_l': 0.030577857}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	025	0.12899993	0.1106322422399877	0.8967508446793422	0:00:06.235796	0.05731044	{'qtm': 0.036781203, 'qsm': 0.018214425, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0022411293, 'qlm': 0.9119618, 'var_l': 0.0, 'skew_l': 0.030801466}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	0125	0.13839203	0.10642256382254145	0.8256352432028228	0:00:29.177748	0.078474246	{'qtm': 0.12960961, 'qsm': 0.07066711, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0, 'qlm': 0.7978643, 'var_l': 0.0, 'skew_l': 0.0018589416}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.605574097596504	0:02:15.100288	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'var_t': 0.0, 'qlm': 0.67296207, 'var_l': 0.0, 'skew_l': 0.0}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	1	0.110058434	0.10907123616523794	0.9651801081528807	0:00:00.238591	0.028930005	{'qtm': 0.01832378, 'qsm': 0.007434349, 'pm': 0.010988993, 'tm': 0.0059765163, 'var_t': 0.012753352, 'qlm': 0.89829046, 'var_l': 0.0057914536, 'skew_l': 0.040441107}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	05	0.11757816	0.1155157211841873	0.9620589593354646	0:00:00.934998	0.032170303	{'qtm': 0.04336585, 'qsm': 0.014558924, 'pm': 0.010505988, 'tm': 0.004933426, 'var_t': 0.014829031, 'qlm': 0.8624646, 'var_l': 0.0038771762, 'skew_l': 0.045465022}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	025	0.12899993	0.12255631797631875	0.9482822758394029	0:00:05.168163	0.04094913	{'qtm': 0.071845904, 'qsm': 0.03863381, 'pm': 0.0057189935, 'tm': 0.004452244, 'var_t': 0.023986725, 'qlm': 0.8076761, 'var_l': 0.0015302402, 'skew_l': 0.046156038}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	0125	0.13839203	0.1232644378271067	0.8868129323754929	0:00:23.711157	0.06395739	{'qtm': 0.20999354, 'qsm': 0.1242421, 'pm': 0.0062394994, 'tm': 0.0032121467, 'var_t': 0.022912368, 'qlm': 0.6121011, 'var_l': 0.00085850275, 'skew_l': 0.02044075}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	00625	0.14699048	0.11075974296841952	0.7529108697622064	0:01:36.104970	0.09673781	{'qtm': 0.13314754, 'qsm': 0.09051315, 'pm': 0.133489, 'tm': 0.06328207, 'var_t': 0.021142144, 'qlm': 0.5506655, 'var_l': 0.00069479016, 'skew_l': 0.0070658023}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	1	0.110058434	0.10380920879785586	0.9497472602446246	0:00:00.516896	0.03445887	{'qtm': 0.0031333843, 'qsm': 0.0, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00033228257, 'qlm': 0.96659595, 'var_l': 0.0, 'skew_l': 0.02993838}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	05	0.11757816	0.10598587750079591	0.9248326682424284	0:00:01.520517	0.044808432	{'qtm': 0.011776561, 'qsm': 0.00035310324, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00040456813, 'qlm': 0.9568879, 'var_l': 0.0, 'skew_l': 0.030577857}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	025	0.12899993	0.1106322422399877	0.8967508446793421	0:00:05.935037	0.05731044	{'qtm': 0.036781203, 'qsm': 0.018214425, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0022411293, 'qlm': 0.9119618, 'var_l': 0.0, 'skew_l': 0.030801466}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	0125	0.13839203	0.10642256382254145	0.8256352432028228	0:00:29.488533	0.078474246	{'qtm': 0.12960961, 'qsm': 0.07066711, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0, 'qlm': 0.7978643, 'var_l': 0.0, 'skew_l': 0.0018589416}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.605574097596504	0:02:16.198255	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'var_t': 0.0, 'qlm': 0.67296207, 'var_l': 0.0, 'skew_l': 0.0}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	1	0.110058434	0.10907123616523794	0.9651801081528807	0:00:00.243007	0.028930005	{'qtm': 0.01832378, 'qsm': 0.007434349, 'pm': 0.010988993, 'tm': 0.0059765163, 'var_t': 0.012753352, 'qlm': 0.89829046, 'var_l': 0.0057914536, 'skew_l': 0.040441107}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	05	0.11757816	0.1155157211841873	0.9620589593354646	0:00:01.161737	0.032170303	{'qtm': 0.04336585, 'qsm': 0.014558924, 'pm': 0.010505988, 'tm': 0.004933426, 'var_t': 0.014829031, 'qlm': 0.8624646, 'var_l': 0.0038771762, 'skew_l': 0.045465022}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	025	0.12899993	0.12255631797631875	0.9482822758394029	0:00:05.052738	0.04094913	{'qtm': 0.071845904, 'qsm': 0.03863381, 'pm': 0.0057189935, 'tm': 0.004452244, 'var_t': 0.023986725, 'qlm': 0.8076761, 'var_l': 0.0015302402, 'skew_l': 0.046156038}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	0125	0.13839203	0.1232644378271067	0.8868129323754929	0:00:22.972893	0.06395739	{'qtm': 0.20999354, 'qsm': 0.1242421, 'pm': 0.0062394994, 'tm': 0.0032121467, 'var_t': 0.022912368, 'qlm': 0.6121011, 'var_l': 0.00085850275, 'skew_l': 0.02044075}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	00625	0.14699048	0.11075974296841952	0.7529108697622064	0:01:34.959568	0.09673781	{'qtm': 0.13314754, 'qsm': 0.09051315, 'pm': 0.133489, 'tm': 0.06328207, 'var_t': 0.021142144, 'qlm': 0.5506655, 'var_l': 0.00069479016, 'skew_l': 0.0070658023}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	1	0.110058434	0.10380920879785586	0.9497472602446246	0:00:00.413616	0.03445887	{'qtm': 0.0031333843, 'qsm': 0.0, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00033228257, 'qlm': 0.96659595, 'var_l': 0.0, 'skew_l': 0.02993838}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	05	0.11757816	0.10598587750079591	0.9248326682424284	0:00:01.319619	0.044808432	{'qtm': 0.011776561, 'qsm': 0.00035310324, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00040456813, 'qlm': 0.9568879, 'var_l': 0.0, 'skew_l': 0.030577857}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	025	0.12899993	0.1106322422399877	0.8967508446793422	0:00:06.338775	0.05731044	{'qtm': 0.036781203, 'qsm': 0.018214425, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0022411293, 'qlm': 0.9119618, 'var_l': 0.0, 'skew_l': 0.030801466}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	0125	0.13839203	0.10642256382254145	0.8256352432028228	0:00:29.570819	0.078474246	{'qtm': 0.12960961, 'qsm': 0.07066711, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0, 'qlm': 0.7978643, 'var_l': 0.0, 'skew_l': 0.0018589416}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.605574097596504	0:02:15.802925	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'var_t': 0.0, 'qlm': 0.67296207, 'var_l': 0.0, 'skew_l': 0.0}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	1	0.110058434	0.10907123616523794	0.9651801081528807	0:00:00.239864	0.028930005	{'qtm': 0.01832378, 'qsm': 0.007434349, 'pm': 0.010988993, 'tm': 0.0059765163, 'var_t': 0.012753352, 'qlm': 0.89829046, 'var_l': 0.0057914536, 'skew_l': 0.040441107}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	05	0.11757816	0.1155157211841873	0.9620589593354646	0:00:01.142880	0.032170303	{'qtm': 0.04336585, 'qsm': 0.014558924, 'pm': 0.010505988, 'tm': 0.004933426, 'var_t': 0.014829031, 'qlm': 0.8624646, 'var_l': 0.0038771762, 'skew_l': 0.045465022}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	025	0.12899993	0.12255631797631875	0.9482822758394029	0:00:04.966021	0.04094913	{'qtm': 0.071845904, 'qsm': 0.03863381, 'pm': 0.0057189935, 'tm': 0.004452244, 'var_t': 0.023986725, 'qlm': 0.8076761, 'var_l': 0.0015302402, 'skew_l': 0.046156038}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	0125	0.13839203	0.1232644378271067	0.8868129323754929	0:00:22.204694	0.06395739	{'qtm': 0.20999354, 'qsm': 0.1242421, 'pm': 0.0062394994, 'tm': 0.0032121467, 'var_t': 0.022912368, 'qlm': 0.6121011, 'var_l': 0.00085850275, 'skew_l': 0.02044075}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	00625	0.14699048	0.11075974296841952	0.7529108697622064	0:01:36.494395	0.09673781	{'qtm': 0.13314754, 'qsm': 0.09051315, 'pm': 0.133489, 'tm': 0.06328207, 'var_t': 0.021142144, 'qlm': 0.5506655, 'var_l': 0.00069479016, 'skew_l': 0.0070658023}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	1	0.110058434	0.10380920879785586	0.9497472602446246	0:00:00.519078	0.03445887	{'qtm': 0.0031333843, 'qsm': 0.0, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00033228257, 'qlm': 0.96659595, 'var_l': 0.0, 'skew_l': 0.02993838}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	05	0.11757816	0.10598587750079591	0.9248326682424284	0:00:01.318162	0.044808432	{'qtm': 0.011776561, 'qsm': 0.00035310324, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00040456813, 'qlm': 0.9568879, 'var_l': 0.0, 'skew_l': 0.030577857}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	025	0.12899993	0.1106322422399877	0.8967508446793422	0:00:05.941042	0.05731044	{'qtm': 0.036781203, 'qsm': 0.018214425, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0022411293, 'qlm': 0.9119618, 'var_l': 0.0, 'skew_l': 0.030801466}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	0125	0.13839203	0.10642256382254145	0.8256352432028228	0:00:29.357782	0.078474246	{'qtm': 0.12960961, 'qsm': 0.07066711, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0, 'qlm': 0.7978643, 'var_l': 0.0, 'skew_l': 0.0018589416}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.605574097596504	0:02:15.187861	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'var_t': 0.0, 'qlm': 0.67296207, 'var_l': 0.0, 'skew_l': 0.0}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	1	0.110058434	0.10907123616523794	0.9651801081528807	0:00:00.252665	0.028930005	{'qtm': 0.01832378, 'qsm': 0.007434349, 'pm': 0.010988993, 'tm': 0.0059765163, 'var_t': 0.012753352, 'qlm': 0.89829046, 'var_l': 0.0057914536, 'skew_l': 0.040441107}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	05	0.11757816	0.1155157211841873	0.9620589593354646	0:00:00.995070	0.032170303	{'qtm': 0.04336585, 'qsm': 0.014558924, 'pm': 0.010505988, 'tm': 0.004933426, 'var_t': 0.014829031, 'qlm': 0.8624646, 'var_l': 0.0038771762, 'skew_l': 0.045465022}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	025	0.12899993	0.12255631797631875	0.9482822758394029	0:00:05.182198	0.04094913	{'qtm': 0.071845904, 'qsm': 0.03863381, 'pm': 0.0057189935, 'tm': 0.004452244, 'var_t': 0.023986725, 'qlm': 0.8076761, 'var_l': 0.0015302402, 'skew_l': 0.046156038}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	0125	0.13839203	0.1232644378271067	0.8868129323754929	0:00:22.514767	0.06395739	{'qtm': 0.20999354, 'qsm': 0.1242421, 'pm': 0.0062394994, 'tm': 0.0032121467, 'var_t': 0.022912368, 'qlm': 0.6121011, 'var_l': 0.00085850275, 'skew_l': 0.02044075}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	decision_tree	10	00625	0.14699048	0.11075974296841952	0.7529108697622064	0:01:36.956349	0.09673781	{'qtm': 0.13314754, 'qsm': 0.09051315, 'pm': 0.133489, 'tm': 0.06328207, 'var_t': 0.021142144, 'qlm': 0.5506655, 'var_l': 0.00069479016, 'skew_l': 0.0070658023}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	1	0.110058434	0.10380920879785586	0.9497472602446246	0:00:00.417193	0.03445887	{'qtm': 0.0031333843, 'qsm': 0.0, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00033228257, 'qlm': 0.96659595, 'var_l': 0.0, 'skew_l': 0.02993838}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	05	0.11757816	0.10598587750079591	0.9248326682424284	0:00:01.321866	0.044808432	{'qtm': 0.011776561, 'qsm': 0.00035310324, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.00040456813, 'qlm': 0.9568879, 'var_l': 0.0, 'skew_l': 0.030577857}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	025	0.12899993	0.1106322422399877	0.8967508446793422	0:00:06.165902	0.05731044	{'qtm': 0.036781203, 'qsm': 0.018214425, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0022411293, 'qlm': 0.9119618, 'var_l': 0.0, 'skew_l': 0.030801466}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	0125	0.13839203	0.10642256382254145	0.8256352432028228	0:00:29.638652	0.078474246	{'qtm': 0.12960961, 'qsm': 0.07066711, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0, 'qlm': 0.7978643, 'var_l': 0.0, 'skew_l': 0.0018589416}
0	R3021	['qtm,qsm,pm,tm,var_t,qlm,var_l,skew_l']	False	0.2	random_forest	10	00625	0.14699048	0.08253133201319954	0.605574097596504	0:02:16.350900	0.117152885	{'qtm': 0.081432834, 'qsm': 0.0, 'pm': 0.16906425, 'tm': 0.07654085, 'var_t': 0.0, 'qlm': 0.67296207, 'var_l': 0.0, 'skew_l': 0.0}
